,TEXT,SIZE,FREQMAX,VOLTMAX,AMPMAX
144,"Introduction. Deep brain stimulation (DBS) in drug-resistant epilepsy has been applied to several brain targets. However, its exact mechanism of action is not known, and the diversity of targets makes it difficult to know the degree of evidence that supports its use. Development. A review of the literature on DBS for drug-resistant epilepsy was conducted. The efficacy of DBS in drug-resistant epilepsy seems to be mediated by a desynchronisation of neuronal activity at the epileptogenic focus or a modulation of the 'circuitopathies' that exist in epilepsy, depending on the target. In DBS multiple cortical and subcortical structures have been used, but class I evidence exists only for DBS of the anterior nucleus of the thalamus. Conclusions. DBS in epilepsy is still under investigation, with class I evidence for DBS of the anterior nucleus of the thalamus. The rest of the targets have yielded variable results that must be confirmed with randomised designs in larger series.Copyright © 2020 Revista de Neurologia",0,,,
145,"Despite the use of first-choice anti-epileptic drugs and satisfactory seizure outcome rates after resective epilepsy surgery, a considerable percentage of patients do not become seizure free. ANT-DBS may provide for an alternative treatment option in these patients. This literature review discusses the rationale, mechanism of action, clinical efficacy, safety, and tolerability of ANT-DBS in drug-resistant epilepsy patients. A review using systematic methods of the available literature was performed using relevant databases including Medline, Embase, and the Cochrane Library pertaining to the different aspects ANT-DBS. ANT-DBS for drug-resistant epilepsy is a safe, effective and well-tolerated therapy, where a special emphasis must be given to monitoring and neuropsychological assessment of both depression and memory function. Three patterns of seizure control by ANT-DBS are recognized, of which a delayed stimulation effect may account for an improved long-term response rate. ANT-DBS remotely modulates neuronal network excitability through overriding pathological electrical activity, decrease neuronal cell loss, through immune response inhibition or modulation of neuronal energy metabolism. ANT-DBS is an efficacious treatment modality, even when curative procedures or lesser invasive neuromodulative techniques failed. When compared to VNS, ANT-DBS shows slightly superior treatment response, which urges for direct comparative trials. Based on the available evidence ANT-DBS and VNS therapies are currently both superior compared to non-invasive neuromodulation techniques such as t-VNS and rTMS. Additional in-vivo research is necessary in order to gain more insight into the mechanism of action of ANT-DBS in localization-related epilepsy which will allow for treatment optimization. Randomized clinical studies in search of the optimal target in well-defined epilepsy patient populations, will ultimately allow for optimal patient stratification when applying DBS for drug-resistant patients with epilepsy.Copyright © 2018, The Author(s).",0,,,
146,"Neuromodulation therapies represent an important treatment arm for patients with drug-resistant epilepsy (DRE) who are not candidates for resective surgery. Vagus nerve stimulation (VNS) - the neurostimulation modality in focus in this review - was the first available neuromodulatory therapy for DRE and was followed by anterior thalamic deep brain stimulation (ANT-DBS) and responsive neurostimulation (RNS). Although no comparative trials of these treatments have been performed, published data and clinical experience suggest comparable effectiveness. In VNS, DBS and RNS seizure reduction is delayed and increases over time raising the question of anti-epileptogenic mechanisms of neuromodulation. Considering the long-term effectiveness assumed for neuromodulatory treatments and the chronic nature of drug-resistant epilepsy, study designs allowing for long-term comparative observations would be of great value, but are hindered by the inherent nature of a long-term [surgical] control group and the bias associated with open-label trials. New trial designs using objective endpoints are needed, and may be aided by novel biomarkers of risk and disease severity for specific epilepsy populations.Copyright © 2019 Elsevier B.V.",0,,,
147,"Background: Epilepsy and migraine are paroxysmal neurological conditions associated with disturbances of cortical excitability. No useful biomarkers to monitor disease activity in these conditions are available. Phase clustering was previously described in electroencephalographic (EEG) responses to photic stimulation and may be a potential epilepsy biomarker. Objective(s): The objective of this study was to investigate EEG phase clustering in response to transcranial magnetic stimulation (TMS), compare it with photic stimulation in controls, and explore its potential as a biomarker of genetic generalized epilepsy or migraine with aura. Method(s): People with (possible) juvenile myoclonic epilepsy (JME), migraine with aura, and healthy controls underwent single-pulse TMS with concomitant EEG recording during the interictal period. We compared phase clustering after TMS with photic stimulation across the groups using permutation-based testing. Result(s): We included eight people with (possible) JME (five off medication, three on), 10 with migraine with aura, and 37 controls. The TMS and photic phase clustering spectra showed significant differences between those with epilepsy without medication and controls. Two phase clustering-based indices successfully captured these differences between groups. One participant was tested multiple times. In this case, the phase clustering-based indices were inversely correlated with the dose of antiepileptic medication. Phase clustering did not differ between people with migraine and controls. Conclusion(s): We present methods to quantify phase clustering using TMS-EEG and show its potential value as a measure of brain network activity in genetic generalized epilepsy. Our results suggest that the higher propensity to phase clustering is not shared between genetic generalized epilepsy and migraine.Copyright © 2019 Elsevier Inc.",0,,,
148,"Objective To describe an adult patient with Rasmussen's disease with focal dystonia as the most disabling symptom and the good response to unilateral globus pallidus internus (GPi) deep brain stimulation (DBS). Methods Retrospective review of clinical records and diagnostic tests. Results The patient had displayedmild focal seizures with sensory and motor symptoms on the left arm and hemiface since the age of 22. Ten years later she experienced abrupt onset of focal left dystonia involving mainly the leg. Brain MRI showed progressive right hemisphere atrophy, and 18 fluorodeoxyglucose-positron emission tomography (18 FDG-PET) showed right hypometabolism mainly over the frontal and insular regions. Brain biopsy confirmed chronic encephalitis. The dystonia became very severe and made walking extremely difficult. Different treatments including dopaminergic, anticholinergic, immunomodulatory drugs and botulinum toxin were ineffective. Finally the patient was treated with unilateral GPi DBS. Shortly after the onset of the stimulation, the dystonia started to improve. Parameters have been adjusted, and 18 months after surgery the patient is able to walk and run unaided, although a mild left leg dystonia persists. Conclusion Rasmussen's disease may be difficult to diagnose in adult patients. Associated movement disorders may be more disabling than seizures. Focal dystonia may be treated successfully with DBS.Copyright © © Author(s) (or their employer(s)) 2019. No commercial re-use. See rights and permissions. Published by BMJ.",1,,,
149,"Deep brain stimulation (DBS) has provided new treatment options for refractory epilepsy; however, treatment outcomes of DBS in refractory epilepsy patients previously treated with vagus nerve stimulation (VNS) have not been clarified. Herein, treatment outcomes of DBS of the anterior nucleus of the thalamus (ANT-DBS) in patients who had previously experienced VNS failure are reported. Seven patients who had previously experienced VNS failure underwent ANT-DBS device implantation. VNS was turned off before DBS device implantation. Monthly seizure counts starting from baseline to 12-18 months after DBS were analyzed. Five (71.3%) of the 7 patients experienced a >50% reduction of seizure counts after DBS; 1 responder reached a seizure-free status after DBS therapy. Of the 2 nonresponders, 1 subject showed improvement in seizure strength and duration, which lessened the impact of the seizures on the patient's quality of life. This is the first study in which favorable outcomes of ANT-DBS surgery were observed in individual patients with refractory epilepsy who had not responded to prior VNS. Further studies with a larger number of subjects and longer follow-up period are needed to confirm the feasibility of ANT-DBS in patients who have previously experienced VNS failure.© 2019 S. Karger AG, Basel. Copyright: All rights reserved.",7,,,
150,"Neuromodulatory strategies are increasingly adopted for the treatment of intractable epilepsy in children. These encompass a wide range of treatments aimed at externally stimulating neural circuitry in order to decrease seizure frequency. In the current review, the authors discuss the evidence for invasive neuromodulation, namely vagus nerve and deep brain stimulation in affected children. Putative mechanisms of action and biomarkers of treatment success are explored and evidence of the efficacy of invasive neuromodulation is highlighted.Copyright © 2018, The American Society for Experimental NeuroTherapeutics, Inc.",0,,,
151,"Closed-loop brain stimulation is one of the few treatments available for patients who are ineligible for traditional surgical resection of the epileptogenic zone, due to having generalized epilepsy, multifocal epilepsy, or focal epilepsy localized to an eloquent brain region. Due to its clinical efficacy and potential to delivery personalized therapy based on an individual's own intracerebral electrophysiology, this treatment is becoming an important part of clinical practice, despite a limited understanding of how to program detection and stimulation parameters for optimal, patient-specific benefit. To bring this challenge into focus, we review the evolution of neural stimulation for epilepsy, provide a technical overview of the RNS System (the only FDA-approved closed-loop device), and discuss the major challenges of working with a closed-loop device. We then propose an evidence-based solution for individualizing therapy that is driven by a bottom-up informatics approach.Copyright © 2018, The American Society for Experimental NeuroTherapeutics, Inc.",0,,,
152,"Association of Cortical Stimulation-Induced Seziure With Surgical Outcome in Patients With Focal Drug-Resistant Epilepsy Cuello Oderiz C, von Ellenrieder N, Dubeau F, et al. JAMA Neurol. 2019. Importance: Cortical stimulation is used during presurgical epilepsy evaluation for functional mapping and for defining the cortical area responsible for seizure generation. Despite wide use of cortical stimulation, the association between cortical stimulation-induced seizures and surgical outcome remains unknown. Objective(s): To assess whether the removal of the seizure-onset zone resulting from cortical stimulation is associated with a good surgical outcome. Design, Setting, and Participant(s): This cohort study used data from 2 tertiary epilepsy centers: Montreal Neurological Institute in Montreal, Quebec, Canada, and Grenoble Alpes University Hospital in Grenoble, France. Participants included consecutive patients (n = 103) with focal drug-resistant epilepsy who underwent stereoelectroencephalography between January 1, 2007, and January 1, 2017. Participant selection criteria were cortical stimulation during implantation, subsequent open surgical procedure with a follow-up of 1 or more years, and complete neuroimaging data sets for superimposition between intracranial electrodes and the resection. Main Outcomes and Measures: Cortical stimulation-induced typical electroclinical seizures, the volume of the surgical resection, and the percentage of resected electrode contacts inducing a seizure or encompassing the cortical stimulation-informed and spontaneous seizure-onset zones were identified. These measures were correlated with good (Engel class I) and poor (Engel classes II-IV) surgical outcomes. Electroclinical characteristics associated with cortical stimulation-induced seizures were analyzed. Result(s): In total, 103 patients were included, of whom 54 (52.4%) were female, and the mean (standard deviation) age was 31 (11) years. Fifty-nine (57.3%) patients had cortical stimulation-induced seizures. The percentage of patients with cortical stimulation-induced electroclinical seizures was higher in the good outcome group than in the poor outcome group (31 [70.5%] of 44 vs 28 [47.5%] of 59; P =.02). The percentage of the resected contacts encompassing the cortical stimulation-informed seizure-onset zone correlated with surgical outcome (median [range] percentage in good vs poor outcome: 63.2% [0%-100%] vs 33.3% [0%-84.6%]; Spearman rho = 0.38; P =.003). A similar result was observed for spontaneous seizures (median [range] percentage in good vs poor outcome: 57.1% [0%-100%] vs 32.7% [0%-100%]; Spearman rho = 0.32; P =.002). Longer elapsed time since the most recent seizure was associated with a higher likelihood of inducing seizures (>24 hours: 64.7% vs <24 hours: 27.3%; P =.04). Conclusions and Relevance: Seizure induction by cortical stimulation appears to identify the epileptic generator as reliably as spontaneous seizures do; this finding might lead to a more time-efficient intracranial presurgical investigation of focal epilepsy as the need to record spontaneous seizures is reduced.Copyright © The Author(s) 2019.",103,,,
153,"Background: Whereas transient, self-limiting seizures are an infrequent but known complication of deep brain stimulation (DBS) implantation surgery, stimulation itself has occasionally been reported to result in seizure activity at delayed time points. The neural circuitry implicated in stimulation-induced seizures is unknown. Case Description: A 47-year-old woman underwent chronic subcallosal cingulate DBS for treatment of refractory anorexia nervosa and experienced seizure with stimulation onset. Supratherapeutic voltage caused a generalized seizure. The patient subsequently experienced a full recovery. We reviewed the literature for other cases of delayed postoperative DBS seizures associated with stimulation. We also investigated whether the higher voltage may have recruited networks implicated in epilepsy. The supratherapeutic voltage stimulated a larger area and engaged vulnerable networks, including bilateral hippocampi, cingulate gyrus, and temporal lobes. Literature review identified 20 studies reporting delayed seizure after DBS surgery, 13 of which demonstrated a robust association with mostly nonmotor DBS stimulation. Conclusion(s): Nonmotor DBS targets, particularly in patients with epilepsy, may be more vulnerable to stimulation-induced seizures; as such, extra caution should be used when programming stimulation parameters at these DBS targets.Copyright © 2019 Elsevier Inc.",1,,,
154,"Deep brain stimulation (DBS) requires precise localization, which is especially difficult at the thalamus, and even more difficult in anesthetized patients. We aimed to characterize the neurophysiological properties of the ventral intermediate (V.im), ventral caudal (V.c), and centromedian parvo (Ce.pc) and the magnocellular (Ce.mc) thalamic nuclei. We obtained microelectrode recordings from five patients with refractory epilepsy under general anesthesia. Somatosensory evoked potentials recorded by microelectrodes were used to identify the V.c nucleus. Trajectories were reconstructed off-line to identify the nucleus recorded, and the amplitude of the action potential (AP) and the tonic (i.e., mean frequency, density, probability of interspike interval) and phasic (i.e., burst index, pause index, and pause ratio) properties of the pattern discharges were analyzed. The Mahalanobis metric was used to evaluate the similarity of the patterns. The mean AP amplitude was higher for the V.im nucleus (172.7 +/- 7.6 microV) than for the other nuclei, and the mean frequency was lower for the Ce.pc nucleus (7.2 +/- 0.8 Hz) and higher for the V.c nucleus (11.9 +/- 0.8 Hz) than for the other nuclei. The phasic properties showed a bursting pattern for the V.c nucleus and a tonic pattern for the centromedian and V.im nuclei. The Mahalanobis distance was the shortest for the V.im/V.c and Ce.mp/Ce.pc pairs. Therefore, the different properties of the thalamic nuclei, even for patients under general anesthesia, can be used to positively define the recorded structure, improving the exactness of electrode placement in DBS.Copyright © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",5,,,
155,"Importance: Cortical stimulation is used during presurgical epilepsy evaluation for functional mapping and for defining the cortical area responsible for seizure generation. Despite wide use of cortical stimulation, the association between cortical stimulation-induced seizures and surgical outcome remains unknown. Objective(s): To assess whether removal of the seizure-onset zone resulting from cortical stimulation is associated with a good surgical outcome. Design, Setting, and Participant(s): This cohort study used data from 2 tertiary epilepsy centers: Montreal Neurological Institute in Montreal, Quebec, Canada, and Grenoble-Alpes University Hospital in Grenoble, France. Participants included consecutive patients (n = 103) with focal drug-resistant epilepsy who underwent stereoelectroencephalography between January 1, 2007, and January 1, 2017. Participant selection criteria were cortical stimulation during implantation, subsequent open surgical procedure with a follow-up of 1 or more years, and complete neuroimaging data sets for superimposition between intracranial electrodes and the resection. Main Outcomes and Measures: Cortical stimulation-induced typical electroclinical seizures, the volume of the surgical resection, and the percentage of resected electrode contacts inducing a seizure or encompassing the cortical stimulation-informed and spontaneous seizure-onset zones were identified. These measures were correlated with good (Engel class I) and poor (Engel classes II-IV) surgical outcomes. Electroclinical characteristics associated with cortical stimulation-induced seizures were analyzed. Result(s): In total, 103 patients were included, of whom 54 (52.4%) were female, and the mean (SD) age was 31 (11) years. Fifty-nine patients (57.3%) had cortical stimulation-induced seizures. The percentage of patients with cortical stimulation-induced electroclinical seizures was higher in the good outcome group than in the poor outcome group (31 of 44 [70.5%] vs 28 of 59 [47.5%]; P =.02). The percentage of the resected contacts encompassing the cortical stimulation-informed seizure-onset zone correlated with surgical outcome (median [range] percentage in good vs poor outcome: 63.2% [0%-100%] vs 33.3% [0%-84.6%]; Spearman rho = 0.38; P =.003). A similar result was observed for spontaneous seizures (median [range] percentage in good vs poor outcome: 57.1% [0%-100%] vs 32.7% [0%-100%]; Spearman rho = 0.32; P =.002). Longer elapsed time since the most recent seizure was associated with a higher likelihood of inducing seizures (>24 hours: 64.7% vs <24 hours: 27.3%; P =.04). Conclusions and Relevance: Seizure induction by cortical stimulation appears to identify the epileptic generator as reliably as spontaneous seizures do; this finding might lead to a more time-efficient intracranial presurgical investigation of focal epilepsy as the need to record spontaneous seizures is reduced.Copyright © 2019 American Medical Association. All rights reserved.",103,,,
156,"We report the first patient to die from refractory convulsive status epilepticus (SE) after the removal of a stimulator. The removal occurred after a two-year period of successful control of super-refractory convulsive SE with deep brain stimulation of the bilateral anterior nucleus of the thalamus (ANT-DBS). The female patient, born in 1990, suffered from high fever and seizures, and was diagnosed with viral encephalitis in 2005. After four weeks of medical treatment, she recovered with no neurological disabilities, but suffered from monthly seizures. Ten years later, the patient presented with convulsive SE, while four months pregnant in February of 2015. Her SE remained super-refractory to drugs despite the termination of pregnancy. Therefore, ANT-DBS was performed in March of 2015. The patient became SE-free following activation of an ANT-DBS stimulator. However, the stimulation treatment was terminated according to the family's request when a tremor developed two years after the treatment had begun. Subsequently, four SE episodes occurred and the tremor did not improve. The stimulator and electrodes were removed in August of 2017. The patient died of an uncontrolled SE two months later. This case demonstrates the effectiveness of ANT-DBS for emergency super-refractory convulsive SE with both positive and negative outcomes.Copyright © 2019 Epileptic Disorders",1,,,
157,"OBJECTIVE Drug-resistant epilepsy (DRE) presents a therapeutic challenge in children, necessitating the consideration of multiple treatment options. Although deep brain stimulation (DBS) has been studied in adults with DRE, little evidence is available to guide clinicians regarding the application of this potentially valuable tool in children. Here, the authors present the first systematic review aimed at understanding the safety and efficacy of DBS for DRE in pediatric populations, emphasizing patient selection, device placement and programming, and seizure outcomes. METHODS The systematic review was conducted according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines and recommendations. Relevant articles were identified from 3 electronic databases (MEDLINE, Embase, and Cochrane CENTRAL) from their inception to November 17, 2017. Inclusion criteria of individual studies were 1) diagnosis of DRE; 2) treatment with DBS; 3) inclusion of at least 1 pediatric patient (age <= 18 years); and 4) patient-specific data. Exclusion criteria for the systematic review included 1) missing data for age, DBS target, or seizure freedom; 2) nonhuman subjects; and 3) editorials, abstracts, review articles, and dissertations. RESULTS This review identified 21 studies and 40 unique pediatric patients (ages 4-18 years) who received DBS treatment for epilepsy. There were 18 patients with electrodes placed in the bilateral or unilateral centromedian nucleus of the thalamus (CM) electrodes, 8 patients with bilateral anterior thalamic nucleus (ATN) electrodes, 5 patients with bilateral and unilateral hippocampal electrodes, 3 patients with bilateral subthalamic nucleus (STN) and 1 patient with unilateral STN electrodes, 2 patients with bilateral posteromedial hypothalamus electrodes, 2 patients with unilateral mammillothalamic tract electrodes, and 1 patient with caudal zona incerta electrode placement. Overall, 5 of the 40 (12.5%) patients had an International League Against Epilepsy class I (i.e., seizure-free) outcome, and 34 of the 40 (85%) patients had seizure reduction with DBS stimulation. CONCLUSIONS DBS is an alternative or adjuvant treatment for children with DRE. Prospective registries and future clinical trials are needed to identify the optimal DBS target, although favorable outcomes are reported with both CM and ATN in children.Copyright © AANS 2019.",18,,,
158,"Objective: The effect of continuous subthreshold cortical stimulation (CSCS) over the seizure onset zone (SOZ) in epilepsy was analyzed to delineate the affected physiological processes. Method(s): ECoG data was recorded over SOZ and adjacent regions in patients (n = 7) with refractory-epilepsy. Data was reviewed before and during 2 Hz cortical electrical stimulation. Group differences were estimated using ANOVA and correlation with Pearson's r. Result(s): CSCS reduced background ECoG power at SOZ (p < 0.05), increased spectral coherence (p < 0.05) and reduced spike rate (p < 0.01) over all recorded sites. Spectral power and coherence (p < 0.01) correlated with spike rate at SOZ but not with each other at any location. Spike morphology correlated with spike-rate over all recorded sites (p < 0.0001) and with spectral power and coherence at SOZ (p < 0.01). Conclusion(s): This study shows changes in cortical electrophysiology during CSCS over the SOZ where spike rate reduction correlated with two independent electrophysiological parameters, background power and coherence. These results suggest the possibility of a causal relationship between spectral power, coherence and interictal spikes which may be related to seizure rate. Significance: Improved understanding of the effect of electrical stimulation on epileptic tissue could suggest improvements in stimulation paradigms to reduce seizure frequency.Copyright © 2018 International Federation of Clinical Neurophysiology",0,,,
159,"We report the case of a patient suffering from pharmacotherapy-resistant bilateral progressive myoclonic epilepsy (PME) showing a beneficial response upon selective deep brain stimulation (DBS) of the substantia nigra pars reticulata. As an individual experimental therapeutic approach, we implanted DBS electrodes in the transitional zone between the subthalamic nucleus (STN) and the substantia nigra pars reticulata (SNr). Electrode placement allowed for a selective stimulation of either the STN, SNr, or both targets. Postoperatively, we observed a moderate subjective and objective improvement in positive and negative myoclonus by high-frequency DBS of the STN/SNr transitional zone. However, a systematic exploration of different stimulation settings revealed that monopolar stimulation of the substantia nigra alone was more effective than high-frequency monopolar DBS of either the motor STN (monopolar) or stimulation of both targets (STN/SNr). This observation confirms earlier findings showing that patients with PME benefit from high-frequency DBS. However, in contrast to previous reports stimulating the STN/SNr transitional zone, our patient showed the most significant effect upon selective stimulation of the SNr. We propose that in patients undergoing DBS for myoclonus, at least one electrode contact should be placed in the SNr allowing for selective monopolar stimulation of this target.Copyright © 2019 Epileptic Disorders",0,,,
160,"Deep brain disease stimulation (DBS) is commonly used to treat movement disorders such as Parkinson disease, and current evidence suggests that DBS may also be useful for refractory epilepsy and is affected by a variety of factors. Studies show that stimulation of the anterior nucleus of the thalamus and hippocampus may decrease the frequency of refractory seizures. The efficacy of stimulating other targets remains inconclusive. An absence of structural abnormality on imaging and electrode position are associated with stimulation efficacy. Certain seizure types may respond more favorably to specific targets. There are several factors that potentially predict seizure outcome following DBS, but more large-scale clinical trials are needed.Copyright © 2019 by the Chinese Medical Association.",0,,,
161,"Introduction: Deep brain stimulation is a safe and effective neurointerventional technique for the treatment of movement disorders. Electrical stimulation of subcortical structures may exert a control on seizure generators initiating epileptic activities. The aim of this review is to present the targets of the deep brain stimulation for the treatment of drug-resistant epilepsy. Method(s): We performed a structured review of the literature from 1980 to 2018 using Medline and PubMed. Articles assessing the impact of deep brain stimulation on seizure frequency in patients with DRE were selected. Meta-analyses, randomized controlled trials, and observational studies were included. Result(s): To date, deep brain stimulation of various neural targets has been investigated in animal experiments and humans. This article presents the use of stimulation of the anterior and centromedian nucleus of the thalamus, hippocampus, basal ganglia, cerebellum and hypothalamus. Anterior thalamic stimulation has demonstrated efficacy and there is evidence to recommend it as the target of choice. Conclusion(s): Deep brain stimulation for seizures may be an option in patients with drug-resistant epilepsy. Anterior thalamic nucleus stimulation could be recommended over other targets.Copyright © 2019 Zangiabadi, Ladino, Sina, Orozco-Hernandez, Carter and Tellez-Zenteno.",0,,,
162,"Importance: A bidirectional brain-computer interface that performs neurostimulation has been shown to improve seizure control in patients with refractory epilepsy, but the therapeutic mechanism is unknown. Objective(s): To investigate whether electrographic effects of responsive neurostimulation (RNS), identified in electrocorticographic (ECOG) recordings from the device, are associated with patient outcomes. Design, Setting, and Participant(s): Retrospective review of ECOG recordings and accompanying clinical meta-data from 11 consecutive patients with focal epilepsy who were implanted with a neurostimulation system between January 28, 2015, and June 6, 2017, with 22 to 112 weeks of follow-up. Recorded ECOG data were obtained from the manufacturer; additional system-generated meta-data, including recording and detection settings, were collected directly from the manufacturer's management system using an in-house, custom-built platform. Electrographic seizure patterns were identified in RNS recordings and evaluated in the time-frequency domain, which was locked to the onset of the seizure pattern. Main Outcomes and Measures: Patterns of electrophysiological modulation were identified and then classified according to their latency of onset in relation to triggered stimulation events. Seizure control after RNS implantation was assessed by 3 main variables: mean frequency of seizure occurrence, estimated mean severity of seizures, and mean duration of seizures. Overall seizure outcomes were evaluated by the extended Personal Impact of Epilepsy Scale questionnaires, a patient-reported outcome measure of 3 domains (seizure characteristics, medication adverse effects, and quality of life), with a range of possible scores from 0 to 300 in which lower scores indicate worse status, and the Engel scale, which comprises 4 classes (I-IV) in which lower numbers indicate greater improvement. Result(s): Electrocorticographic data from 11 patients (8 female; mean [range] age, 35 [19-65] years; mean [range] duration of epilepsy, 19 [5-37] years) were analyzed. Two main categories of electrophysiological signatures of stimulation-induced modulation of the seizure network were discovered: direct and indirect effects. Direct effects included ictal inhibition and early frequency modulation but were not associated with improved clinical outcomes (odds ratio [OR], 0.67; 95% CI, 0.06-7.35; P >.99). Only indirect effects - those occurring remote from triggered stimulation - were associated with improved clinical outcomes (OR, infinity; 95% CI, -infinity to infinity; P =.02). These indirect effects included spontaneous ictal inhibition, frequency modulation, fragmentation, and ictal duration modulation. Conclusions and Relevance: These findings suggest that RNS effectiveness may be explained by long-term, stimulation-induced modulation of seizure network activity rather than by direct effects on each detected seizure..Copyright © 2019 American Medical Association. All rights reserved.",11,,,
163,"Recently, the U.S. Food and Drug Administration has granted premarket approval for bilateral anterior thalamic nucleus stimulation as adjunctive treatment for reducing the frequency of partial-onset seizures in adults who are refractory to three or more antiepileptic medications. The anterior nucleus of the thalamus (ANT) is a primary component of the limbic system (the Papez circuit), which represents a fundamental pathway for seizure propagation. Scholars speculated that ANT is an anatomic target that may halt or influence seizure propagation or epileptogenic foci originating within the limbic system. Some suggestions on the possible factors associated with the efficacy of ANT stimulation put forward by experts are helpful. However, given the limited clinical data, there is a lack of valid predictors of individual treatment response. Most importantly, rational patient selection relies on a detailed and careful anatomo-electro-clinical analysis for individualized treatment.Copyright © 2019 by the Chinese Medical Association.",0,,,
164,"BACKGROUND: The Medtronic Registry for Epilepsy (MORE; Medtronic Inc, Dublin, Ireland) is an open label observational study evaluating the long-term effectiveness, safety, and performance of deep brain stimulation (DBS) of the anterior nucleus of thalamus (ANT) for the treatment of refractory epilepsy. OBJECTIVE(S): To compare the difference in success rate of placing contacts at ANT-target region (ANT-TR) between transventricular (TV) and extraventricular (EV) lead trajectories in 73 ANT-DBS implants in 17 European centers participating in the MORE registry. METHOD(S): The success rate of placing contacts at ANT-TR was evaluated using a screening method combining both individual patient imaging information and stereotactic atlas information to identify contacts at ANT-TR. RESULT(S): EV lead trajectory was used in 53% of the trajectories. Approximately, 90% of the TV lead trajectories had at least 1 contact at ANT-TR, vs only 71% of the EV lead trajectories. The success rate for placing at least 1 contact at ANT-TR bilaterally was 84% for TV implants and 58% for EV implants (P < .05; Fisher's exact). No intracranial bleedings were observed, but 1 cortical infarct was reported following EV lead trajectory. CONCLUSION(S): The results of this registry support the use of TV lead trajectories for ANT-DBS as they have a higher probability in placing contacts at ANT-TR, without appearing to compromise procedural safety. Follow-up data collection is continuing in the MORE registry. These data will provide outcomes associated with TV and EV trajectories.Copyright © 2018 by the Congress of Neurological Surgeons.",0,,,
165,"Objective: To assess the ability of functional MRI (fMRI) to predict postoperative language decline compared to direct cortical stimulation (DCS) in epilepsy surgery patients. Method(s): In this prospective case series, 17 patients with drug-resistant epilepsy had intracranial monitoring and resection from 2012 to 2016 with 1-year follow-up. All patients completed preoperative language fMRI, mapping with DCS of subdural electrodes, pre- and postoperative neuropsychological testing for language function, and resection. Changes in language function before and after surgery were assessed. fMRI activation and DCS electrodes in the resection were evaluated as potential predictors of language decline. Result(s): Four of 17 patients (12 female; median [range] age, 43 [23-59] years) experienced postoperative language decline 1 year after surgery. Two of 4 patients had overlap of fMRI activation, language-positive electrodes in basal temporal regions (within 1 cm), and resection. Two had overlap between resection volume and fMRI activation, but not DCS. fMRI demonstrated 100% sensitivity and 46% specificity for outcome compared to DCS (50% and 85%, respectively). When fMRI and DCS language findings were concordant, the combined tests showed 100% sensitivity and 75% specificity for language outcome. Seizure-onset age, resection side, type, volume, or 1 year seizure outcome did not predict language decline. Significance: Language localization overlap of fMRI and direct cortical stimulation in the resection influences postoperative language performance. Our preliminary study suggests that fMRI may be more sensitive and less specific than direct cortical stimulation. Together they may predict outcome better than either test alone.Copyright Published 2019. This article is a U.S. Government work and is in the public domain in the USA.",17,,,
166,"Objectives: The safety and effect on seizure frequency of anterior thalamic nucleus deep brain stimulation were studied in this prospective, randomized, double-blinded study. Patients were followed for 12 months. The first 6 months were blinded with regard to active stimulation or not. After 6 months, all patients received active stimulation. Material(s) and Method(s): Bilateral ANT electrodes were implanted into 18 patients suffering from focal, pharmacoresistant epilepsy. Antiepileptic treatment was kept unchanged from three months prior to operation. The Liverpool seizure severity scale (LSSS) was used to measure the burden of epilepsy. Result(s): There was no significant difference between the 2 groups at the end of the blinded period at 6 months. However, when considering all patients and comparing 6 months of stimulation with baseline, there was a significant, 22% reduction in the frequency of all seizures (P = 0.009). Four patients had >=50% reduction in total seizure frequency and 5 patients >=50% reduction in focal seizures after 6 months of stimulation. No increased effect over time was shown. LSSS at 6 months compared to baseline showed no significant difference between the 2 groups, but a small, significant reduction in LSSS was found when all patients had received stimulation for 6 months. Conclusion(s): Our study supports results from earlier studies concerning DBS as a safe treatment option, with effects even in patients with severe, refractory epilepsy. However, our results are not as encouraging as those reported from many other, mainly unblinded, and open studies.Copyright © 2018 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd",18,,,
167,Laughter induced in the insula is uncommon. In this case-report we present a description of a patient with drug-resistant focal epilepsy for whom laughter with mirth was elicited when the posterior insula (PI) was stimulated by intracranial electrodes. We attempted to analyze the progression of laughter in the insula and suggest a possible pathway for the expression of laughter.Copyright © 2018 Elsevier Ltd,1,,,
